Energy,NA,Carbon,Aluminum,Copper,Tin,Tungsten,Lead
0.284651862,1174,63,82,95,87,72,83
0.285110978,1107,15,25,85,72,53,33
0.285570094,1130,31,32,68,84,60,24
0.286029209,1155,23,75,92,44,44,38
0.286488325,1239,67,68,104,94,64,58
0.286947441,1237,61,89,85,94,63,62
0.287406557,1268,-4,21,30,51,64,11
0.287865673,1279,2,6,33,46,22,16
0.288324789,1278,24,28,52,59,43,35
0.288783905,1350,-16,6,7,25,28,1
0.289243021,1377,23,40,81,63,54,36
0.289702137,1347,-17,-16,9,12,-13,-11
0.290161253,1398,11,27,86,86,61,60
0.290620369,1437,41,38,91,50,37,12
0.291079484,1293,-11,3,21,51,-26,6
0.2915386,1328,-11,1,53,41,8,-22
0.291997716,1383,14,21,29,16,27,-8
0.292456832,1337,-1,0,26,50,19,18
0.292915948,1373,76,52,93,80,83,58
0.293375064,1301,18,-19,45,50,4,7
0.29383418,1375,40,31,50,51,41,21
0.294293296,1380,54,58,82,88,77,60
0.294752412,1325,4,23,55,48,23,6
0.295211528,1362,10,4,57,28,24,25
0.295670643,1328,40,49,55,54,41,35
0.296129759,1409,25,64,63,70,42,40
0.296588875,1353,-7,14,12,17,30,-20
0.297047991,1375,-41,-12,32,-7,-3,-2
0.297507107,1437,41,21,72,49,27,46
0.297966223,1342,-1,4,6,38,11,-4
0.298425339,1375,23,33,49,31,11,16
0.298884455,1375,23,16,38,30,43,28
0.299343571,1427,55,44,74,59,41,47
0.299802687,1364,-18,-24,-3,-9,-4,-14
0.300261803,1451,-1,31,33,16,44,14
0.300720918,1366,-22,7,20,40,5,10
0.301180034,1432,26,21,35,43,31,38
0.30163915,1449,-15,-8,19,-3,-19,-20
0.302098266,1454,11,24,58,73,36,23
0.302557382,1565,32,25,40,45,51,43
0.303016498,1584,-16,-20,10,5,6,-21
0.303475614,1687,-12,3,14,19,7,-6
0.30393473,2203,-5,21,16,54,30,12
0.304393846,2799,-42,-17,11,-5,-28,-25
0.304852962,3503,-54,-59,-41,-34,-38,-49
0.305312078,3992,-52,-35,-46,-32,-38,-39
0.305771193,4042,-15,-1,26,40,46,-1
0.306230309,4065,-35,-37,1,2,-12,-10
0.306689425,3714,-58,-37,-15,-24,-25,-36
0.307148541,3563,-15,6,10,32,-20,-1
0.307607657,3444,-30,-31,6,8,-2,-14
0.308066773,3391,-2,-27,4,12,8,26
0.308525889,3207,-68,-34,-17,-7,-18,-31
0.308985005,3074,-32,-27,-3,-1,-29,-8
0.309444121,3136,-53,-33,-17,-25,-43,-23
0.309903237,3080,-24,-15,6,8,28,-9
0.310362352,2962,-1,21,27,53,8,21
0.310821468,2871,4,30,31,48,34,13
0.311280584,2439,13,4,24,40,14,20
0.3117397,1875,-6,19,13,39,37,8
0.312198816,1300,-43,-59,-29,-22,-38,-48
0.312657932,1103,-22,-17,6,0,-8,-14
0.313117048,1068,20,29,31,38,20,13
0.313576164,1018,9,-6,35,41,31,3
0.31403528,1048,-15,-3,38,22,26,-11
0.314494396,1058,-16,-16,12,-2,26,-15
0.314953512,947,-16,15,6,21,17,-1
0.315412627,990,-2,17,46,34,39,23
0.315871743,967,1,3,11,26,29,8
0.316330859,960,0,-5,33,8,30,-1
0.316789975,975,-30,-20,12,-2,-30,-8
0.317249091,948,-17,-3,15,0,14,-4
0.317708207,1013,22,29,37,49,27,35
0.318167323,1003,23,40,53,43,37,62
0.318626439,1030,-5,-25,3,9,2,9
0.319085555,996,26,35,39,53,19,35
0.319544671,1020,9,5,-2,0,-8,-9
0.320003787,998,28,19,22,37,28,25
0.320462902,1011,15,35,48,34,18,23
0.320922018,980,12,35,31,45,13,32
0.321381134,989,8,37,60,39,55,19
0.32184025,1035,12,28,43,45,37,29
0.322299366,961,16,2,40,45,23,50
0.322758482,948,-20,-29,7,-15,5,-26
0.323217598,991,38,39,59,56,49,44
0.323676714,987,-10,13,21,14,21,-1
0.32413583,1015,5,27,30,27,23,9
0.324594946,907,-8,-13,-11,4,4,2
0.325054061,935,-71,-42,-4,-39,-49,-30
0.325513177,964,-12,-21,14,6,15,0
0.325972293,982,-27,-36,0,-6,-19,-27
0.326431409,1031,-33,-9,7,-4,9,-22
0.326890525,933,-62,-23,-20,-16,-37,-33
0.327349641,925,30,5,39,32,29,30
0.327808757,982,-45,-43,-20,-5,0,-2
0.328267873,1016,-1,27,52,23,28,4
0.328726989,991,19,32,38,62,34,51
0.329186105,974,42,36,42,37,53,42
0.329645221,978,-9,-4,20,29,35,20
0.330104336,982,-22,-17,-3,8,-9,3
0.330563452,1039,-7,11,37,38,13,34
0.331022568,943,1,6,12,39,-1,-2
0.331481684,1022,-7,-1,6,21,1,-5
0.3319408,972,-15,-23,21,26,3,1
0.332399916,1060,29,41,44,55,46,61
0.332859032,953,-8,-7,-9,3,22,1
0.333318148,971,-12,6,-1,4,-1,7
0.333777264,991,4,-7,29,4,17,19
0.33423638,988,-9,0,2,11,5,0
0.334695496,1029,-8,1,17,-3,8,5
0.335154611,959,-12,-5,9,19,17,10
0.335613727,1027,-13,4,18,11,26,-1
0.336072843,1005,-3,-4,10,17,23,-1
0.336531959,1082,23,27,37,48,58,54
0.336991075,973,1,-1,-1,14,-13,17
0.337450191,990,-3,0,15,1,4,20
0.337909307,1005,-4,0,6,9,16,21
0.338368423,984,-8,-12,9,-9,17,14
0.338827539,1005,14,36,29,42,52,54
0.339286655,925,-11,-14,-8,3,-6,0
0.33974577,1027,9,16,20,30,34,21
0.340204886,1040,-29,-7,20,5,18,28
0.340664002,1007,-11,-3,4,16,7,16
0.341123118,1018,-11,-1,6,9,24,2
0.341582234,1068,17,6,21,17,34,22
0.34204135,1043,-14,-6,20,3,23,11
0.342500466,956,-5,-20,-19,-13,1,-15
0.342959582,1007,10,16,26,17,17,29
0.343418698,1034,-10,11,1,32,9,15
0.343877814,1060,14,13,21,43,35,41
0.34433693,1020,11,14,12,34,27,16
0.344796045,1024,37,23,48,50,43,64
0.345255161,989,-14,3,9,4,-8,7
0.345714277,1020,11,11,14,27,20,28
0.346173393,995,5,12,43,20,30,16
0.346632509,994,8,18,20,33,36,28
0.347091625,920,-30,-19,-39,-15,-10,-8
0.347550741,959,-5,-2,20,21,11,14
0.348009857,1031,-7,-1,-4,-5,9,7
0.348468973,1051,-8,6,19,29,-8,5
0.348928089,1050,-2,-11,21,17,12,8
0.349387204,995,-41,-32,-25,-8,-22,-18
0.34984632,1023,-23,-12,-18,-10,-3,-9
0.350305436,957,-60,-54,-52,-44,-44,-43
0.350764552,945,-7,-25,-4,-9,10,-5
0.351223668,981,-15,-12,-5,-4,5,-5
0.351682784,1025,25,23,50,28,39,43
0.3521419,1035,16,-11,3,28,6,15
0.352601016,922,-23,-16,-18,-18,-12,-17
0.353060132,973,-15,5,4,18,2,11
0.353519248,970,-44,-45,-24,-39,-29,-19
0.353978364,975,10,-1,6,17,14,13
0.354437479,1001,-19,-14,-4,-14,-5,-6
0.354896595,1093,19,5,9,26,17,10
0.355355711,1044,17,16,30,2,10,-4
0.355814827,1055,-25,-16,2,-15,-10,-12
0.356273943,1134,-5,-18,-13,2,14,-3
0.356733059,1106,-26,-24,-25,-24,-30,-22
0.357192175,1128,-5,-6,-7,-23,11,-10
0.357651291,1165,-13,-4,-4,8,-8,7
0.358110407,1190,10,-11,0,2,27,13
0.358569523,1314,30,15,27,26,50,16
0.359028639,1419,-3,7,11,8,14,-8
0.359487754,1586,-6,-2,10,1,13,26
0.35994687,2144,-6,-13,15,-5,-20,4
0.360405986,2989,-51,-49,-37,-30,-36,-22
0.360865102,3942,-74,-51,-74,-56,-74,-59
0.361324218,4781,-82,-86,-84,-79,-88,-64
0.361783334,5143,-102,-89,-67,-83,-80,-71
0.36224245,5253,-75,-81,-63,-65,-45,-54
0.362701566,5031,-50,-53,-48,-44,-28,-48
0.363160682,4872,-16,-17,-8,-4,-6,7
0.363619798,4561,-24,-36,-34,-25,-17,-25
0.364078913,4395,-44,-34,-17,-23,-23,-17
0.364538029,4077,-24,-31,-38,-14,-23,-13
0.364997145,4035,-53,-55,-35,-64,-47,-51
0.365456261,3936,-22,-41,-18,-35,-31,-13
0.365915377,3881,-20,-24,-22,-20,-20,-5
0.366374493,3719,0,-8,-2,-13,0,6
0.366833609,3417,-47,-40,-37,-36,-29,-35
0.367292725,2892,-13,-2,-10,-8,-3,6
0.367751841,2285,1,14,12,17,26,15
0.368210957,1472,5,1,-4,-5,34,11
0.368670073,934,-32,-12,-15,-14,-10,3
0.369129188,663,-6,-6,3,8,6,1
0.369588304,606,-3,-15,-1,16,11,-23
0.37004742,613,27,18,29,36,15,16
0.370506536,574,-4,7,0,8,3,-4
0.370965652,657,23,20,2,40,27,32
0.371424768,566,-4,-2,-2,0,-1,14
0.371883884,557,-4,5,22,-5,18,10
0.372343,637,33,36,39,43,41,44
0.372802116,590,-22,-19,-15,-1,-2,-14
0.373261232,504,-73,-62,-29,-58,-40,-43
0.373720348,551,-36,-33,-25,-18,-34,-44
0.374179463,516,4,3,9,16,33,24
0.374638579,580,-2,4,9,8,21,15
0.375097695,564,-3,23,0,9,2,30
0.375556811,639,47,49,41,38,67,42
0.376015927,568,-10,4,-9,1,18,25
0.376475043,578,-27,-30,-23,-25,-17,-31
0.376934159,626,20,8,22,24,9,20
0.377393275,560,-3,4,-13,12,8,12
0.377852391,549,13,-28,-2,3,4,9
0.378311507,558,3,1,3,-1,2,16
0.378770622,585,35,27,36,21,27,42
0.379229738,569,1,16,26,22,12,22
0.379688854,556,7,-8,-12,7,28,16
0.38014797,578,8,-1,16,9,33,22
0.380607086,548,-27,-40,-10,-4,-20,1
0.381066202,553,4,5,-6,11,20,22
0.381525318,571,11,21,5,30,27,18
0.381984434,577,-30,-8,-15,-4,-5,-8
0.38244355,622,15,22,20,34,16,32
0.382902666,550,3,4,4,13,20,28
0.383361782,625,-2,5,2,-7,4,9
0.383820897,547,-19,-16,-9,-24,-4,-5
0.384280013,577,-19,-28,-10,-10,-15,-17
0.384739129,571,17,0,18,20,21,25
0.385198245,587,14,-9,6,1,0,20
0.385657361,529,-1,11,6,12,12,15
0.386116477,563,5,4,20,22,22,17
0.386575593,584,-12,-30,-20,10,-35,-17
0.387034709,556,-18,-4,7,-7,-6,-4
0.387493825,554,-38,-37,-29,-22,-15,-24
0.387952941,650,24,10,39,19,15,25
0.388412057,609,-16,-4,2,16,-2,1
0.388871172,522,-29,-35,-19,-11,-22,-16
0.389330288,605,43,33,38,33,42,39
0.389789404,585,-11,5,2,3,5,-19
0.39024852,586,-2,-4,0,-4,-9,6
0.390707636,550,-3,-13,9,12,12,16
0.391166752,587,35,23,18,37,34,35
0.391625868,548,-6,-9,-12,-6,10,-12
0.392084984,586,16,9,16,11,16,12
0.3925441,588,10,6,11,-4,10,16
0.393003216,557,28,14,35,30,28,16
0.393462331,529,-27,-35,-38,-25,-27,-14
0.393921447,570,-11,-13,-17,-21,-12,-18
0.394380563,609,0,0,11,7,17,8
0.394839679,546,9,-6,-1,18,20,18
0.395298795,628,2,0,1,1,0,12
0.395757911,557,8,2,12,15,-1,-9
0.396217027,598,-27,-31,-18,-19,-17,-27
0.396676143,611,-24,-9,-25,-6,-1,-8
0.397135259,611,-7,-11,8,-5,-13,1
0.397594375,583,-15,-6,-21,-4,9,-14
0.398053491,614,10,15,19,9,9,30
0.398512606,672,7,5,16,35,9,20
0.398971722,663,7,8,23,32,19,13
0.399430838,661,12,-7,-4,23,12,13
0.399889954,602,-20,5,5,3,18,0
0.40034907,613,-18,-29,-20,-19,-10,-13
0.400808186,669,21,13,20,37,30,19
0.401267302,655,42,23,35,47,41,39
0.401726418,603,6,22,0,29,18,25
0.402185534,615,8,12,39,46,34,26
0.40264465,640,26,21,39,50,65,14
0.403103766,617,-1,37,35,47,28,23
0.403562881,588,4,35,33,58,71,59
0.404021997,620,43,50,55,74,106,100
0.404481113,580,-5,12,37,55,53,66
0.404940229,580,11,15,17,60,61,64
0.405399345,510,23,24,49,76,80,66
0.405858461,548,7,11,36,68,57,65
0.406317577,519,29,26,21,45,76,78
0.406776693,604,37,41,62,62,91,84
0.407235809,575,9,15,51,54,96,82
0.407694925,587,33,31,59,83,79,91
0.40815404,600,19,2,26,24,68,58
0.408613156,578,37,41,58,65,78,89
0.409072272,576,29,9,37,55,50,70
0.409531388,551,4,27,17,48,33,56
0.409990504,569,44,34,41,59,55,78
0.41044962,537,8,11,18,1,13,38
0.410908736,617,0,4,1,9,12,30
0.411367852,543,-14,-27,-14,-12,-14,7
0.411826968,579,16,20,15,31,8,27
0.412286084,582,3,8,6,10,19,11
0.4127452,564,-1,-4,15,20,14,23
0.413204315,505,-7,-4,-22,-16,-12,3
0.413663431,660,30,28,22,26,37,37
0.414122547,581,12,24,16,25,14,18
0.414581663,564,-1,-1,-4,17,-4,-3
0.415040779,524,-17,-24,-15,-15,-4,-21
0.415499895,528,-28,-36,-50,-41,-34,-25
0.415959011,606,23,18,6,17,47,10
0.416418127,599,-21,-7,-7,6,-16,-3
0.416877243,621,33,6,19,29,23,18
0.417336359,573,-2,-11,3,0,-6,2
0.417795474,554,6,11,-7,5,13,19
0.41825459,544,17,11,7,-1,9,17
0.418713706,636,-4,8,-4,-8,9,11
0.419172822,587,17,21,24,23,29,31
0.419631938,533,-6,-5,-16,6,-17,1
0.420091054,546,-18,-5,-16,-1,-12,-13
0.42055017,557,16,13,29,7,37,19
0.421009286,529,-8,16,10,-4,14,6
0.421468402,564,-8,4,6,10,-1,-4
0.421927518,608,27,32,25,34,23,18
0.422386634,497,-28,-25,-18,-28,-28,-12
0.422845749,589,3,3,-1,-9,-4,-16
0.423304865,543,-18,-16,-21,-16,-20,-31
0.423763981,552,7,11,19,21,15,27
0.424223097,576,24,3,21,9,16,32
0.424682213,563,-2,7,9,15,1,-1
0.425141329,588,-8,-4,-2,-3,-8,-2
0.425600445,561,26,10,11,19,11,-1
0.426059561,560,-3,-5,0,1,-1,-3
0.426518677,554,-27,-28,-23,0,-20,-3
0.426977793,588,20,37,22,9,28,28
0.427436909,568,-27,-22,-20,-8,-11,-12
0.427896024,550,30,12,-10,1,11,3
0.42835514,636,19,12,41,10,37,19
0.428814256,556,16,17,28,21,23,24
0.429273372,611,6,3,12,28,3,25
0.429732488,570,25,31,27,23,24,30
0.430191604,513,-15,-38,-32,-24,-29,-8
0.43065072,565,7,14,17,9,10,29
0.431109836,556,18,12,17,18,31,34
0.431568952,563,15,2,6,6,1,15
0.432028068,514,-13,-20,-14,-12,-14,-12
0.432487183,550,10,27,24,14,13,6
0.432946299,532,-2,-8,-3,-6,4,-11
0.433405415,502,10,11,3,8,-1,-4
0.433864531,513,-42,-41,-38,-35,-49,-29
0.434323647,509,20,14,11,18,8,23
0.434782763,537,30,23,17,30,30,45
0.435241879,515,14,-1,12,22,3,12
0.435700995,496,-17,-2,0,6,-4,11
0.436160111,511,-17,5,-26,-18,7,1
0.436619227,505,-1,3,9,25,15,20
0.437078343,482,-15,-20,-5,-15,-15,-12
0.437537458,515,13,20,21,13,28,2
0.437996574,487,-11,-4,-10,-12,1,-8
0.43845569,499,-26,-24,-15,-23,-23,-29
0.438914806,503,-2,-12,9,3,-6,1
0.439373922,473,-21,-7,-38,-6,-30,-28
0.439833038,461,-6,-7,2,-6,-9,-21
0.440292154,509,7,8,9,16,2,11
0.44075127,453,-2,-4,6,0,-11,3
0.441210386,414,-6,-8,-10,-6,-1,-8
0.441669502,457,3,-13,7,-4,-4,-11
0.442128618,470,-5,6,12,6,11,23
0.442587733,468,-7,-10,3,-2,0,-15
0.443046849,429,-11,-7,-8,0,-4,4
0.443505965,396,-51,-57,-37,-46,-50,-53
0.443965081,425,16,-3,7,-8,2,1
0.444424197,405,-16,-30,-36,-11,-28,-25
0.444883313,431,-6,-4,-13,6,-19,-7
0.445342429,387,2,19,7,8,2,17
0.445801545,409,-7,-11,-9,25,-6,-3
0.446260661,403,16,-2,11,7,7,-15
0.446719777,436,24,3,12,2,26,13
0.447178892,393,5,17,2,6,11,5
0.447638008,411,10,-6,1,-1,14,8
0.448097124,400,-14,-10,-17,-22,-10,-15
0.44855624,388,-28,-19,-21,-23,-17,-10
0.449015356,362,-2,-6,8,-4,5,9
0.449474472,400,-11,-9,-7,-12,-8,-16
0.449933588,418,3,12,18,19,-4,17
0.450392704,397,6,7,7,23,19,3
0.45085182,397,-9,11,5,7,13,15
0.451310936,402,-21,12,0,1,-16,1
0.451770052,408,5,5,15,25,7,10
0.452229167,391,-21,-26,-22,-10,-12,-25
0.452688283,382,19,18,11,22,28,26
0.453147399,373,4,2,-7,0,3,-3
0.453606515,359,-3,-2,-9,-12,-9,15
0.454065631,410,-16,-14,-10,-13,-7,-17
0.454524747,372,-18,-9,-9,-22,-13,-16
0.454983863,414,23,28,24,22,21,36
0.455442979,381,32,19,24,27,32,32
0.455902095,384,9,-5,-2,14,-10,15
0.456361211,375,4,0,10,-5,-6,11
0.456820327,380,29,23,18,16,23,18
0.457279442,363,23,35,38,16,19,21
0.457738558,377,6,13,21,19,24,13
0.458197674,366,25,18,34,31,17,30
0.45865679,358,-6,7,8,-9,14,7
0.459115906,400,20,8,32,19,23,11
0.459575022,379,23,24,27,24,23,4
0.460034138,360,11,15,9,5,2,3
0.460493254,375,3,16,12,19,12,27
0.46095237,383,31,20,16,25,30,14
0.461411486,439,29,41,24,19,35,33
0.461870601,363,9,5,7,17,22,15
0.462329717,325,7,-5,-3,-6,-6,7
0.462788833,387,-3,7,-7,-8,-10,-3
0.463247949,375,-15,-11,12,-20,-11,-8
0.463707065,398,-5,5,-7,5,-3,9
0.464166181,407,26,7,9,6,9,5
0.464625297,370,30,21,34,29,27,15
0.465084413,411,16,12,8,19,21,-1
0.465543529,383,23,15,16,13,18,5
0.466002645,388,10,0,1,7,1,8
0.466461761,405,24,37,33,42,30,33
0.466920876,401,29,20,18,26,16,19
0.467379992,419,8,11,4,2,-1,5
0.467839108,395,13,25,31,12,18,16
0.468298224,370,10,11,-4,2,11,4
0.46875734,353,12,6,2,18,0,11
0.469216456,371,-7,-2,-3,-3,-5,2
0.469675572,319,-16,-26,-15,-31,-42,-24
0.470134688,346,-18,-15,-23,-19,-24,-19
0.470593804,394,-26,1,-6,-19,-6,3
0.47105292,386,21,20,19,26,23,24
0.471512036,342,21,3,17,3,12,0
0.471971151,416,18,14,26,22,28,26
0.472430267,336,-2,20,5,4,5,12
0.472889383,290,-36,-34,-11,-40,-39,-29
0.473348499,359,-16,2,-9,-2,8,-9
0.473807615,369,-6,18,14,-7,2,11
0.474266731,366,-9,-22,-19,4,-7,-11
0.474725847,368,16,17,20,21,15,20
0.475184963,360,-14,-4,3,6,1,-14
0.475644079,344,-2,-9,-21,-12,-8,-23
0.476103195,339,5,5,-1,-11,6,-5
0.47656231,309,-6,-1,-10,8,-4,-7
0.477021426,342,15,12,12,9,0,-10
0.477480542,337,7,5,1,16,15,17
0.477939658,327,-11,12,-1,-12,-9,4
0.478398774,325,-22,-10,-23,-16,-27,-30
0.47885789,375,36,38,32,34,31,30
0.479317006,356,24,19,13,14,13,20
0.479776122,354,7,5,22,4,7,-3
0.480235238,297,-37,-38,-34,-12,-35,-42
0.480694354,346,12,13,1,11,9,12
0.48115347,359,-20,-10,-14,-12,-15,-9
0.481612585,374,37,35,37,31,38,34
0.482071701,313,18,10,13,10,5,9
0.482530817,316,11,19,24,23,2,24
0.482989933,374,17,29,36,25,32,18
0.483449049,380,27,11,13,21,10,31
0.483908165,357,24,-2,25,-6,25,6
0.484367281,300,-12,-19,-30,2,-5,-13
0.484826397,289,6,10,2,13,6,19
0.485285513,348,3,9,16,21,24,24
0.485744629,369,18,14,13,23,18,18
0.486203744,298,-33,-28,-20,-32,-32,-29
0.48666286,354,16,31,17,40,19,24
0.487121976,341,7,1,20,3,0,-3
0.487581092,333,-6,-7,8,6,-6,1
0.488040208,320,15,3,21,17,9,3
0.488499324,299,2,-12,4,-6,16,-4
0.48895844,371,12,11,5,0,11,22
0.489417556,347,-1,11,22,17,-6,16
0.489876672,372,27,23,23,28,25,28
0.490335788,373,7,9,1,3,21,19
0.490794904,375,24,28,34,35,27,23
0.491254019,383,30,31,24,25,28,33
0.491713135,319,-7,-17,2,-1,-15,-3
0.492172251,368,37,25,26,23,26,19
0.492631367,327,28,5,10,12,12,22
0.493090483,298,0,2,1,4,1,5
0.493549599,316,1,-5,-6,7,-4,7
0.494008715,319,-9,11,7,4,5,-3
0.494467831,314,14,33,24,10,23,15
0.494926947,339,4,0,16,11,2,-4
0.495386063,335,-8,-5,1,-8,-3,-2
0.495845179,301,-16,-13,-13,-17,-5,-6
0.496304294,351,26,20,19,15,22,10
0.49676341,321,-3,8,3,8,2,7
0.497222526,346,-7,0,-9,15,-9,-5
0.497681642,307,1,3,12,4,-3,-1
0.498140758,342,5,9,9,11,10,-7
0.498599874,297,-3,5,12,18,5,8
0.49905899,277,-15,-13,-18,-23,-21,-14
0.499518106,321,-7,-6,-12,-2,-4,6
0.499977222,316,5,6,17,2,14,15
0.500436338,345,17,22,27,27,12,27
0.500895453,290,-4,-6,-12,-4,-26,-13
0.501354569,325,1,21,18,9,17,8
0.501813685,298,7,22,16,9,-6,7
0.502272801,304,5,7,14,25,15,0
0.502731917,318,24,14,13,18,16,5
0.503191033,283,4,18,13,23,-1,27
0.503650149,253,1,-1,13,-10,-10,-2
0.504109265,308,12,12,5,5,-2,10
0.504568381,305,3,15,15,0,3,23
0.505027497,273,5,6,-1,12,-2,10
0.505486613,272,17,13,17,11,-1,-17
0.505945728,277,-26,-18,-18,-15,-18,-18
0.506404844,276,8,11,13,6,7,5
0.50686396,288,15,-2,18,12,16,20
0.507323076,298,8,3,1,3,17,-1
0.507782192,297,20,27,0,10,25,23
0.508241308,283,-1,-7,-5,-11,-12,0
0.508700424,310,21,19,12,19,13,9
0.50915954,302,4,7,15,13,3,-2
0.509618656,289,11,18,-2,9,8,14
0.510077772,299,17,16,12,17,12,19
0.510536888,285,2,6,-7,-19,1,-7
0.510996003,258,2,-3,3,-4,1,8
0.511455119,290,2,5,5,4,0,3
0.511914235,271,18,11,12,26,23,17
0.512373351,294,14,7,17,11,5,3
0.512832467,266,6,-3,-18,-2,-7,8
0.513291583,267,-5,1,-5,-14,1,-3
0.513750699,274,12,4,6,-2,-11,0
0.514209815,286,4,21,2,12,16,16
0.514668931,275,12,7,11,19,17,5
0.515128047,279,0,8,-3,-10,6,1
0.515587162,291,11,-1,8,-3,-6,-11
0.516046278,301,-4,14,1,18,11,7
0.516505394,297,23,18,22,25,28,19
0.51696451,278,-4,-8,-5,-2,-17,-6
0.517423626,276,-17,4,-4,-7,-12,-1
0.517882742,260,-58,-55,-45,-46,-51,-37
0.518341858,313,-28,-15,-11,-25,-22,-22
0.518800974,260,-30,-23,-33,-29,-20,-24
0.51926009,305,17,-11,0,4,6,14
0.519719206,297,-7,-14,-10,-7,-8,-7
0.520178322,296,14,19,10,15,6,6
0.520637437,366,30,36,31,28,35,21
0.521096553,269,-13,-13,-20,0,0,-4
0.521555669,312,7,10,2,19,2,7
0.522014785,304,17,7,23,9,13,5
0.522473901,252,-16,-15,-6,-11,-14,-4
0.522933017,289,-11,-4,-12,-11,15,5
0.523392133,259,2,-7,1,-7,-20,3
0.523851249,299,16,13,22,27,24,16
0.524310365,292,-7,-9,-18,-7,-14,-2
0.524769481,274,-16,1,-10,0,6,5
0.525228597,273,2,8,-3,12,17,12
0.525687712,289,-4,7,2,2,4,-4
0.526146828,201,-41,-40,-39,-33,-40,-36
0.526605944,264,2,8,14,11,7,20
0.52706506,251,-1,-8,-7,-7,1,-17
0.527524176,257,-8,-10,-10,-1,-2,1
0.527983292,286,5,8,3,10,1,18
0.528442408,330,24,30,23,41,27,31
0.528901524,275,2,-6,1,-8,-13,-9
0.52936064,279,22,11,11,25,26,23
0.529819756,259,4,11,-2,9,-6,5
0.530278871,322,32,39,36,31,20,23
0.530737987,259,-10,1,-1,-15,-12,-3
0.531197103,300,15,8,27,10,13,23
0.531656219,274,-1,5,-3,-11,-6,5
0.532115335,276,9,19,15,19,25,11
0.532574451,273,-3,5,14,3,10,5
0.533033567,241,-4,2,-3,-4,-4,-14
0.533492683,211,-37,-23,-8,-18,-25,-25
0.533951799,221,-2,-11,-24,4,-4,-10
0.534410915,287,17,13,14,4,12,20
0.534870031,278,18,19,28,18,7,13
0.535329146,264,-8,-1,-10,-19,-12,-22
0.535788262,290,37,27,36,32,28,30
0.536247378,269,0,-5,5,-10,-3,-3
0.536706494,292,17,13,18,12,7,12
0.53716561,265,-6,-13,-7,-12,2,-7
0.537624726,274,8,22,24,37,22,24
0.538083842,258,7,12,6,6,-9,-5
0.538542958,308,20,19,21,8,25,17
0.539002074,293,6,-3,-5,-7,-4,-6
0.53946119,303,21,28,31,9,18,12
0.539920306,304,26,36,28,22,17,25
0.540379421,322,10,27,15,12,8,14
0.540838537,323,8,23,18,13,10,7
0.541297653,323,8,-3,6,-16,-5,-8
0.541756769,328,16,15,1,17,9,8
0.542215885,387,23,17,24,26,13,36
0.542675001,367,-3,0,1,14,5,-4
0.543134117,412,26,14,12,19,23,24
0.543593233,419,17,12,13,14,22,10
0.544052349,444,3,6,11,20,12,8
0.544511465,502,12,19,18,9,18,14
0.54497058,442,17,22,3,8,7,12
0.545429696,507,1,0,-3,2,1,-2
0.545888812,498,20,12,9,5,14,16
0.546347928,445,3,10,-3,5,13,7
0.546807044,521,14,37,27,22,15,20
0.54726616,500,-15,-9,-15,-14,-3,-1
0.547725276,507,27,24,39,30,36,27
0.548184392,476,-5,-6,-12,1,-13,-11
0.548643508,547,38,46,40,29,25,30
0.549102624,498,5,11,8,6,20,5
0.54956174,491,5,4,2,16,13,15
0.550020855,475,0,12,20,5,2,8
0.550479971,505,10,-3,5,11,0,-7
0.550939087,473,-22,-17,-23,-19,-28,-23
0.551398203,489,5,17,12,25,11,18
0.551857319,465,-7,-14,-8,2,-5,-13
0.552316435,542,31,24,19,26,21,30
0.552775551,492,18,16,19,10,9,11
0.553234667,485,19,8,22,14,11,9
0.553693783,486,4,1,-8,13,13,6
0.554152899,470,32,21,41,44,37,23
0.554612014,445,10,6,-4,10,-8,3
0.55507113,456,14,12,18,17,13,11
0.555530246,468,11,9,9,-1,34,15
0.555989362,511,17,12,10,13,16,16
0.556448478,458,16,20,16,14,11,12
0.556907594,466,-3,-29,-9,-10,-15,-16
0.55736671,458,12,6,10,-4,13,5
0.557825826,513,2,12,14,13,3,9
0.558284942,457,18,33,18,32,22,25
0.558744058,473,36,17,17,21,25,33
0.559203174,466,21,17,8,11,12,16
0.559662289,461,8,5,8,11,0,5
0.560121405,473,23,1,0,10,6,15
0.560580521,451,2,14,8,3,23,3
0.561039637,414,1,-3,2,1,-4,-6
0.561498753,435,-5,0,-11,-5,-4,-14
0.561957869,453,7,5,13,7,0,13
0.562416985,418,5,-1,2,-4,6,-1
0.562876101,481,21,13,28,25,33,19
0.563335217,471,10,17,10,16,20,22
0.563794333,415,24,6,12,18,-1,17
0.564253449,430,28,18,22,6,13,-1
0.564712564,409,-4,9,4,-5,1,6
0.56517168,421,10,17,22,25,21,24
0.565630796,412,-7,-14,-21,-10,-9,-20
0.566089912,434,10,18,3,6,2,11
0.566549028,445,5,10,16,20,9,8
0.567008144,396,-20,-11,-11,4,-19,6
0.56746726,450,14,9,13,12,13,14
0.567926376,433,-12,-6,2,-3,1,-3
0.568385492,424,10,6,-10,11,3,1
0.568844608,441,13,7,8,16,18,21
0.569303723,400,-20,-20,-14,11,-12,-19
0.569762839,402,0,11,2,25,0,4
0.570221955,432,15,15,21,23,23,28
0.570681071,395,2,4,-7,2,-5,1
0.571140187,429,3,9,8,9,4,4
0.571599303,416,3,-6,8,-1,-6,7
