Energy,NA,Carbon,Aluminum,Copper,Tin,Tungsten,Lead
0.217620939,1381,283,358,431,342,236,219
0.218080055,1315,193,231,298,301,149,104
0.218539171,1327,284,283,374,306,184,140
0.218998287,1298,243,297,339,301,159,133
0.219457403,1228,232,273,300,294,204,131
0.219916519,1223,239,214,340,242,130,66
0.220375635,1227,236,263,327,321,131,120
0.220834751,1232,192,245,285,251,148,105
0.221293867,1249,190,228,334,238,155,132
0.221752983,1226,246,298,379,337,154,160
0.222212099,1285,277,333,366,325,231,172
0.222671214,1254,268,268,310,258,172,137
0.22313033,1266,278,252,380,291,199,151
0.223589446,1108,161,215,244,225,157,80
0.224048562,1297,292,296,321,274,225,148
0.224507678,1246,266,279,320,293,186,180
0.224966794,1255,234,255,311,318,187,146
0.22542591,1264,219,226,285,261,129,128
0.225885026,1155,219,229,298,269,143,138
0.226344142,1267,194,237,298,281,181,135
0.226803258,1249,240,215,296,302,204,133
0.227262373,1188,240,259,281,271,185,116
0.227721489,1217,211,250,346,279,183,121
0.228180605,1096,164,174,279,199,111,65
0.228639721,1232,207,183,255,224,122,73
0.229098837,1220,176,273,327,287,180,182
0.229557953,1162,204,206,315,254,138,132
0.230017069,1280,249,328,358,305,192,154
0.230476185,1270,199,212,285,251,141,71
0.230935301,1361,276,340,388,321,186,183
0.231394417,1280,216,200,350,297,170,116
0.231853533,1362,205,217,263,231,152,113
0.232312648,1449,242,249,314,306,179,163
0.232771764,1412,195,233,333,293,184,163
0.23323088,1411,226,240,265,256,183,95
0.233689996,1336,203,227,277,236,180,119
0.234149112,1325,135,185,265,197,132,68
0.234608228,1413,176,258,294,245,153,142
0.235067344,1515,263,273,313,301,190,173
0.23552646,1399,176,202,256,240,173,150
0.235985576,1470,247,271,326,309,220,191
0.236444692,1511,214,267,301,314,206,140
0.236903808,1407,177,175,299,216,146,104
0.237362923,1418,161,223,251,258,165,102
0.237822039,1360,170,174,262,218,174,144
0.238281155,1358,173,188,263,245,152,129
0.238740271,1378,186,219,268,262,164,80
0.239199387,1478,213,197,299,266,177,136
0.239658503,1419,170,118,191,226,169,101
0.240117619,1444,195,205,326,303,188,171
0.240576735,1464,147,206,249,271,202,162
0.241035851,1352,170,174,259,226,129,112
0.241494967,1430,164,196,312,230,166,124
0.241954082,1378,132,158,243,216,113,75
0.242413198,1433,185,238,263,257,195,154
0.242872314,1388,163,145,217,228,131,97
0.24333143,1356,195,175,243,219,153,111
0.243790546,1411,147,202,243,246,129,136
0.244249662,1386,114,122,248,160,101,109
0.244708778,1370,115,157,223,236,162,104
0.245167894,1372,140,191,248,172,160,97
0.24562701,1408,92,159,197,208,155,105
0.246086126,1375,137,118,209,208,113,116
0.246545242,1358,167,157,262,196,185,135
0.247004357,1494,152,216,229,211,175,141
0.247463473,1338,66,74,119,109,46,39
0.247922589,1374,100,101,171,146,77,37
0.248381705,1333,103,118,152,172,100,58
0.248840821,1271,35,81,147,143,35,47
0.249299937,1308,8,50,98,65,17,-5
0.249759053,1341,11,17,89,54,19,-10
0.250218169,1381,68,75,125,132,82,42
0.250677285,1466,6,74,132,99,40,26
0.251136401,1661,62,88,141,117,78,46
0.251595517,1973,45,70,119,115,45,39
0.252054632,2306,60,96,139,124,89,28
0.252513748,2647,74,54,160,165,58,53
0.252972864,2739,148,163,218,181,126,101
0.25343198,2614,34,113,137,106,103,30
0.253891096,2558,17,37,75,106,52,35
0.254350212,2365,36,70,109,108,60,24
0.254809328,2490,83,122,153,160,115,69
0.255268444,2310,128,128,207,223,171,126
0.25572756,2208,78,122,123,135,98,46
0.256186676,2128,76,96,121,121,99,61
0.256645791,2144,114,120,167,153,92,62
0.257104907,2215,69,104,165,135,86,82
0.257564023,2072,90,141,152,147,113,98
0.258023139,2129,144,168,218,180,143,133
0.258482255,1809,55,82,136,122,55,51
0.258941371,1599,119,157,183,171,152,130
0.259400487,1275,40,78,113,102,74,46
0.259859603,1098,73,97,151,186,99,73
0.260318719,1100,101,117,184,164,110,85
0.260777835,1039,59,53,115,110,76,27
0.261236951,1093,48,108,100,126,95,60
0.261696066,1046,74,89,141,162,96,71
0.262155182,1121,81,97,182,151,112,91
0.262614298,1056,92,103,186,150,96,113
0.263073414,1041,67,79,105,104,65,68
0.26353253,1060,26,76,138,139,87,58
0.263991646,1081,64,48,120,114,101,57
0.264450762,1049,53,91,85,106,46,73
0.264909878,1088,62,48,112,128,81,47
0.265368994,1084,90,83,146,138,88,91
0.26582811,1070,98,111,161,162,136,108
0.266287226,1087,-19,47,71,65,45,13
0.266746341,1055,87,88,104,115,83,64
0.267205457,1030,8,54,96,62,44,47
0.267664573,1090,48,50,99,104,61,23
0.268123689,1035,-49,-19,28,37,9,-22
0.268582805,1116,39,57,81,70,64,34
0.269041921,1185,5,62,104,107,54,38
0.269501037,1190,71,53,116,108,75,52
0.269960153,1141,60,94,102,115,89,67
0.270419269,1113,-8,11,53,65,32,20
0.270878385,1141,35,34,118,80,58,59
0.2713375,1125,36,54,97,98,62,58
0.271796616,1157,13,46,64,99,48,41
0.272255732,1126,22,55,86,69,49,58
0.272714848,1141,37,89,85,92,67,45
0.273173964,1148,27,37,100,86,56,29
0.27363308,1186,51,74,84,112,71,54
0.274092196,1131,70,74,105,112,81,68
0.274551312,1061,-17,-9,47,49,-18,-18
0.275010428,1105,57,76,107,129,88,75
0.275469544,1108,45,65,83,88,78,38
0.27592866,1155,78,92,129,102,78,88
0.276387775,1056,65,92,95,144,101,77
0.276846891,1036,57,63,104,79,40,61
0.277306007,1049,8,42,58,77,31,29
0.277765123,1010,1,14,45,28,2,-31
0.278224239,1045,52,47,85,100,46,59
0.278683355,1053,64,54,118,100,81,91
0.279142471,1007,34,25,55,77,66,33
0.279601587,1078,59,46,118,98,75,59
0.280060703,1022,36,27,74,66,18,-2
0.280519819,986,-3,31,67,84,25,25
0.280978934,1098,47,60,83,57,70,30
0.28143805,1033,-16,-2,29,52,18,-2
0.281897166,1071,46,65,77,84,54,57
0.282356282,1045,1,18,74,33,39,19
0.282815398,1068,7,51,56,68,43,25
0.283274514,1055,-14,-38,40,7,6,-2
0.28373363,1136,48,69,116,147,105,99
0.284192746,1091,55,46,81,81,50,44
